Region,Technology,Hour,Fuel,value
UK,H2Tank,105,H2,75.60101857736693
UK,H2Tank,87,H2,80.11921775394659
FR,Battery,84,Power,5.13344237101065
NO,H2Tank,67,H2,20.71353287357225
DE,PHS,61,Power,0.0
FR,Battery,13,Power,4.892688927082353
NO,H2Tank,85,H2,26.834872045190078
NO,H2Tank,49,H2,3.6650771207602273
DK,H2Tank,78,H2,24.296467274988377
DK,H2Tank,59,H2,30.338283633174246
NO,Battery,3,Power,0.0
FR,H2Tank,10,H2,97.03772304025567
DK,Battery,29,Power,2.6060876097849426
DK,Battery,74,Power,0.0
FR,H2Tank,89,H2,240.6020421638987
FR,H2Tank,113,H2,179.91018402906798
NO,Battery,113,Power,0.0
DK,H2Tank,49,H2,0.0
DK,H2Tank,100,H2,16.07241973248091
DK,Battery,62,Power,10.704506702278902
DE,Battery,29,Power,0.0
DE,H2Tank,5,H2,89.98609570930753
UK,PHS,78,Power,0.0
FR,H2Tank,6,H2,111.28054173586976
FR,PHS,41,Power,0.0
DK,H2Tank,71,H2,10.48593182078467
DE,PHS,66,Power,0.0
UK,PHS,13,Power,0.0
FR,PHS,55,Power,0.0
DE,Battery,22,Power,0.0
DE,Battery,48,Power,0.0
UK,Battery,94,Power,21.549474076127932
NO,PHS,76,Power,0.0
NO,PHS,112,Power,0.0
DK,Battery,119,Power,5.9485302730273
UK,Battery,49,Power,15.358062077328762
UK,H2Tank,59,H2,82.70801511885894
DK,Battery,51,Power,1.221413212744558
DE,Battery,108,Power,0.0
NO,H2Tank,77,H2,23.487928100919124
FR,H2Tank,119,H2,151.34139469964336
NO,Battery,55,Power,0.0
DE,Battery,84,Power,0.0
DE,H2Tank,82,H2,162.3798763915693
NO,PHS,68,Power,0.0
NO,H2Tank,102,H2,0.0
DK,H2Tank,102,H2,15.2763487233086
UK,PHS,43,Power,0.0
UK,H2Tank,42,H2,41.771824763012724
NO,PHS,9,Power,0.0
FR,H2Tank,59,H2,216.4880632246214
UK,Battery,75,Power,0.0
DE,H2Tank,34,H2,85.25406558561
DE,PHS,81,Power,0.0
NO,PHS,42,Power,0.0
FR,H2Tank,50,H2,0.0
DK,PHS,44,Power,0.0
UK,Battery,96,Power,21.54516439680745
DK,PHS,70,Power,0.0
NO,H2Tank,66,H2,20.71353287357226
FR,Battery,37,Power,0.0
DE,Battery,41,Power,0.0
DE,Battery,43,Power,0.0
DE,Battery,115,Power,0.0
DK,Battery,37,Power,10.150235714628392
NO,PHS,67,Power,0.0
DE,Battery,75,Power,0.0
DK,H2Tank,114,H2,12.247885327242368
UK,PHS,95,Power,0.0
FR,H2Tank,100,H2,198.11013235123573
UK,H2Tank,118,H2,41.354007559429476
NO,PHS,44,Power,0.0
NO,H2Tank,86,H2,24.20329309782165
NO,PHS,17,Power,0.0
DK,PHS,53,Power,0.0
NO,Battery,45,Power,0.0
DK,Battery,42,Power,6.22971741022484
UK,H2Tank,110,H2,49.4854138129382
DE,Battery,96,Power,0.0
DE,PHS,7,Power,0.0
NO,PHS,16,Power,0.0
NO,PHS,74,Power,0.0
UK,Battery,55,Power,15.348849543484535
DE,PHS,84,Power,0.0
DK,PHS,92,Power,0.0
FR,Battery,60,Power,8.154889289601732
DK,H2Tank,13,H2,9.600854799999993
DE,Battery,27,Power,0.0
DK,Battery,41,Power,7.2890468482429975
DK,PHS,34,Power,0.0
NO,H2Tank,96,H2,6.399487893256634
NO,Battery,29,Power,0.0
DE,H2Tank,84,H2,151.85356060209557
FR,Battery,77,Power,4.8864054398299475
FR,H2Tank,102,H2,211.22089127140234
NO,H2Tank,81,H2,32.98802057384506
NO,Battery,64,Power,0.0
NO,H2Tank,14,H2,4.811825151250006
NO,H2Tank,39,H2,3.7099853888888883
UK,H2Tank,78,H2,42.27073357523035
NO,PHS,8,Power,0.0
UK,PHS,27,Power,0.0
FR,Battery,54,Power,3.547180056438953
DE,Battery,62,Power,0.0
DK,H2Tank,45,H2,3.50877192982456
DE,Battery,39,Power,0.0
DK,PHS,60,Power,0.0
UK,H2Tank,74,H2,0.0
DK,PHS,105,Power,0.0
UK,Battery,71,Power,0.0
DE,Battery,77,Power,0.0
FR,PHS,84,Power,0.0
NO,H2Tank,52,H2,10.526305821815782
DE,H2Tank,58,H2,147.58927707146748
UK,H2Tank,92,H2,69.78869491622724
NO,PHS,60,Power,0.0
DK,H2Tank,24,H2,0.0
DK,PHS,106,Power,0.0
UK,H2Tank,24,H2,0.0
NO,H2Tank,20,H2,0.0
DK,H2Tank,63,H2,26.829511703349656
FR,PHS,15,Power,0.0
DK,PHS,78,Power,0.0
FR,PHS,31,Power,0.0
NO,Battery,5,Power,0.0
DK,PHS,10,Power,0.0
UK,PHS,42,Power,0.0
DE,H2Tank,95,H2,110.54286127633303
DE,PHS,108,Power,0.0
DE,PHS,46,Power,0.0
DE,H2Tank,13,H2,53.76160689167129
UK,Battery,16,Power,0.0
DK,PHS,55,Power,0.0
UK,Battery,84,Power,21.57103540715724
FR,PHS,26,Power,0.0
UK,Battery,22,Power,0.0
NO,Battery,65,Power,0.0
UK,Battery,21,Power,0.0
UK,Battery,54,Power,15.35038458194273
NO,Battery,102,Power,0.0
NO,H2Tank,117,H2,9.062129598114732
FR,Battery,50,Power,0.0
NO,Battery,77,Power,0.0
NO,PHS,81,Power,0.0
UK,Battery,28,Power,0.0
UK,PHS,16,Power,0.0
UK,Battery,41,Power,15.370354057736451
FR,PHS,71,Power,0.0
NO,H2Tank,94,H2,9.031066840625051
DK,PHS,97,Power,0.0
DK,Battery,87,Power,0.0
UK,PHS,61,Power,0.0
FR,Battery,19,Power,0.0
DE,PHS,15,Power,0.0
DK,H2Tank,85,H2,19.58119166230551
FR,H2Tank,3,H2,129.0883996902866
DE,H2Tank,21,H2,19.115543188324114
NO,Battery,68,Power,0.0
NO,PHS,64,Power,0.0
NO,PHS,79,Power,0.0
NO,H2Tank,110,H2,0.0
UK,PHS,20,Power,0.0
NO,H2Tank,70,H2,15.450374978835402
UK,Battery,53,Power,15.351919773920123
NO,Battery,10,Power,0.0
UK,H2Tank,16,H2,29.765042624894512
UK,H2Tank,61,H2,75.6594769679817
DE,PHS,8,Power,0.0
DE,H2Tank,87,H2,149.59480134244637
DK,H2Tank,2,H2,14.765658168972873
UK,Battery,20,Power,0.0
NO,H2Tank,2,H2,16.49401028692254
FR,H2Tank,64,H2,174.3375407649721
DK,Battery,78,Power,10.640100327840159
DE,PHS,120,Power,0.0
DE,H2Tank,99,H2,97.76563911277185
UK,H2Tank,33,H2,32.76846821758394
DE,Battery,120,Power,0.0
DE,H2Tank,83,H2,151.8535606020956
DK,H2Tank,91,H2,17.826805697393215
NO,PHS,58,Power,0.0
DE,H2Tank,64,H2,112.0582226912498
UK,Battery,111,Power,5.576596458354739
NO,H2Tank,24,H2,0.0
FR,Battery,1,Power,4.077444644800866
FR,Battery,27,Power,0.0
NO,Battery,81,Power,0.0
DK,Battery,96,Power,0.0
NO,PHS,10,Power,0.0
FR,Battery,98,Power,3.2644848164633538
FR,H2Tank,65,H2,165.56561094041066
FR,PHS,95,Power,0.0
DE,H2Tank,113,H2,81.80338491907092
NO,Battery,110,Power,0.0
DE,H2Tank,77,H2,118.19440219554026
DK,Battery,28,Power,0.0
FR,Battery,25,Power,0.0
FR,Battery,28,Power,0.0
FR,H2Tank,7,H2,102.50861191130832
DK,PHS,100,Power,0.0
FR,Battery,110,Power,7.461395071262264
NO,Battery,74,Power,0.0
FR,Battery,71,Power,0.0
DK,Battery,102,Power,4.4085225412234035
DE,H2Tank,36,H2,83.61365554032885
FR,Battery,64,Power,0.0
DE,Battery,73,Power,0.0
DK,Battery,35,Power,10.152266066318996
DK,H2Tank,70,H2,12.240317785696952
UK,Battery,2,Power,10.785517703579387
NO,PHS,119,Power,0.0
DE,H2Tank,50,H2,22.631433947499993
FR,Battery,4,Power,0.0
NO,PHS,96,Power,0.0
DK,H2Tank,43,H2,3.508771929824558
DK,PHS,89,Power,0.0
FR,PHS,75,Power,0.0
NO,Battery,120,Power,0.0
DE,PHS,64,Power,0.0
UK,H2Tank,88,H2,73.33962367061325
DK,Battery,108,Power,0.0
UK,Battery,6,Power,0.0
DE,PHS,53,Power,0.0
NO,Battery,11,Power,0.0
DK,Battery,33,Power,10.154296824140857
FR,PHS,104,Power,0.0
UK,H2Tank,94,H2,69.78869491622721
DK,Battery,112,Power,0.0
FR,PHS,117,Power,0.0
NO,Battery,33,Power,0.0
FR,Battery,22,Power,0.0
DE,PHS,77,Power,0.0
FR,Battery,20,Power,0.0
DE,H2Tank,22,H2,19.115543188324118
NO,Battery,119,Power,0.0
DK,PHS,93,Power,0.0
DE,Battery,53,Power,0.0
NO,H2Tank,25,H2,0.0
NO,Battery,98,Power,0.0
NO,PHS,107,Power,0.0
DK,PHS,76,Power,0.0
FR,Battery,5,Power,0.0
DE,H2Tank,96,H2,100.79153862876298
FR,Battery,101,Power,3.2635055689496943
UK,Battery,8,Power,0.0
NO,Battery,76,Power,0.0
DK,PHS,23,Power,0.0
NO,H2Tank,60,H2,20.713532873572277
DK,PHS,104,Power,0.0
DE,H2Tank,49,H2,0.0
DE,PHS,23,Power,0.0
NO,H2Tank,50,H2,3.665077120760226
FR,H2Tank,74,H2,95.47753537023497
DE,Battery,8,Power,0.0
UK,Battery,117,Power,10.7909120806364
NO,Battery,21,Power,0.0
DK,Battery,76,Power,3.5687612519999985
DE,H2Tank,39,H2,63.62751988700869
NO,H2Tank,61,H2,20.71353287357227
FR,Battery,115,Power,4.0798919680795125
DK,H2Tank,58,H2,27.0842623705126
NO,Battery,105,Power,0.0
UK,PHS,69,Power,0.0
NO,PHS,70,Power,0.0
DK,H2Tank,53,H2,13.751183656887987
UK,Battery,25,Power,0.0
NO,H2Tank,74,H2,13.196085049335782
DE,Battery,86,Power,0.0
DE,PHS,106,Power,0.0
NO,Battery,99,Power,0.0
FR,PHS,88,Power,0.0
NO,Battery,1,Power,0.0
DE,PHS,83,Power,0.0
DK,H2Tank,50,H2,1.6565459142219963
FR,PHS,59,Power,0.0
FR,PHS,24,Power,0.0
DK,PHS,26,Power,0.0
DK,H2Tank,94,H2,17.826805697393205
DK,H2Tank,111,H2,12.247885327242363
NO,Battery,78,Power,0.0
DK,Battery,47,Power,1.8207250855402874
DK,PHS,102,Power,0.0
NO,H2Tank,79,H2,29.55740622331729
DK,PHS,28,Power,0.0
NO,PHS,47,Power,0.0
UK,H2Tank,79,H2,49.27760280185535
